siteid,sitename,LandUnitDetail,latitudedd,longitudedd,ElevationMeters,PrimaryType,SecondaryType,surveyid,surveydate,surveyors,surveyprotocol,ExtentOfData,seapscore_id,AQ_dewatered,AQ_function,AQ_functionRisk,AQ_discharge,AQ_dischargeRisk,AQ_naturalness,AQ_naturalnessRisk,AQ_persistence,AQ_persistenceRisk,AQ_waterQuality,AQ_waterQualityRisk,AQ_algalPeriphyton,AQ_algalPeriphytonRisk,AQ_aquiferScore,AQ_aquiferRiskScore,GEO_obliterated,GEO_geomorphicFunction,GEO_geomorphicFunctionRisk,GEO_runoutChannel,GEO_runoutChannelRisk,GEO_soilIntegrity,GEO_soilIntegrityRisk,GEO_geomorphicDiversity,GEO_geomorphicDiversityRisk,GEO_naturalDisturbance,GEO_naturalDisturbanceRisk,GEO_geomorphicScore,GEO_geomorphicRiskScore,HAB_isolation,HAB_isolationRisk,HAB_size,HAB_sizeRisk,HAB_quality,HAB_qualityRisk,HAB_nativePlantRole,HAB_nativePlantRoleRisk,HAB_trophicDynamics,HAB_trophicDynamicsRisk,HAB_habitatScore,HAB_habitatRiskScore,BIO_nativePlantRichness,BIO_nativePlantRichnessRisk,BIO_nativeFaunaDiversity,BIO_nativeFaunaDiversityRisk,BIO_sensitivePlantRichness,BIO_sensitivePlantRichnessRisk,BIO_sensitiveFaunaRichness,BIO_sensitiveFaunaRichnessRisk,BIO_nonnativePlantRarity,BIO_nonnativePlantRarityRisk,BIO_nonnativeFaunaRarity,BIO_nonnativeFaunaRarityRisk,BIO_nativePlantDemography,BIO_nativePlantDemographyRisk,BIO_nativeFaunaDemography,BIO_nativeFaunaDemographyRisk,BIO_biotaScore,BIO_biotaRiskScore,FHI_surfaceWQ,FHI_surfaceWQrisk,FHI_flowRegulation,FHI_flowRegulationRisk,FHI_roadTrailRail,FHI_roadTrailRailRisk,FHI_fencing,FHI_fencingRisk,FHI_construction,FHI_constructionRisk,FHI_herbivory,FHI_herbivoryRisk,FHI_recreation,FHI_recreationRisk,FHI_adjacentLand,FHI_adjacentLandRisk,FHI_fireInfluence,FHI_fireInfluenceRisk,FHI_humanImpactScore,FHI_humanImpactRiskScore,AC_informationQuality,AC_informationQualityRisk,AC_culturalSignificance,AC_culturalSignificanceRisk,AC_historicalSignificance,AC_historicalSignificanceRisk,AC_recreationSignificance,AC_recreationSignificanceRisk,AC_economicValue,AC_economicValueRisk,AC_mgmtPlan,AC_mgmtPlanRisk,AC_sciEducValue,AC_sciEducValueRisk,AC_envirCompliance,AC_envirComplianceRisk,AC_legalStatus,AC_legalStatusRisk,AC_adminContextScore,AC_adminContextRiskScore,meanConditionScore,meanConditionRiskScore,nullConditionScores,nullRiskScores,managementRecommendations
367,Warm Springs,"Kaibab NF, North Kaibab RD",36.69452,-112.31196,2109,cave,,-594581327,6/28/2011,"Larry Stevens, Dave Kreamer, Frank Romiglia, Phoebe Stevens, and Andrea Hazelton",Stevens et al. Level 2,9,260,0,5,3,1,3,4,3,4,3,5,2,5,2,4,2.66667,0,3,5,3,5,2,5,3,5,3,5,2.8,5,3,5,2,5,3,5,3,5,3,5,2.8,5,3,5,3,4,3,5,4,4,2,5,2,2,3,4,4,3,3,4,4,2,2,5,3,5,5,1,2,5,5,1,5,1,3,3,5,2,3.44444,3.125,4,2,6,,4,2,1,1,5,2,5,2,3,1,5,2,6,2,4.33333,1.75,3.15,4.16667,0,1,"The site is strongly manipulated for water extraction, in accord with the management needs. No action is necessary although site clean up is recommended."
630,Tilton Springs,"Kaibab NF, North Kaibab RD",36.65883,-112.34017,2099,rheocrene,hillslope,344223006,6/27/2011,"Larry Stevens, Dave Kreamer, Beep Jenkens, Andrea Hazelton, and Phoebe Stevens",Stevens et al. Level 2,8,261,0,6,1,1,1,5,1,3,1,6,1,6,1,4.5,1,0,1,4,4,2,4,2,0,2,5,1,2.8,2.2,5,3,2,3,4,3,6,1,4,3,4.2,2.6,5,1,4,3,4,2,4,3,6,1,5,1,6,2,5,2,4.875,1.875,4,3,2,4,3,3,3,4,6,1,5,1,6,1,4,3,5,3,3.77778,2.875,3,3,6,,3,3,2,1,3,2,4,2,2,1,4,2,6,1,3.66667,1.875,4.09375,1.91875,0,1,Better georeferencing is needed for this spring complex -- at least one other springs system (downslope) may contribute to the tank. Occasional monitoring is warranted.
586,Oquer Spring,"Kaibab NF, North Kaibab RD",36.52583,-112.24269,2550,hillslope,,-1575642358,6/28/2011,"Glenn Rink, Lisa Schaller, Beep Jenkins, and Frank Romiglia",Stevens/NPS 2000,10,284,0,6,2,1,2,5,2,3,2,6,1,6,2,4.5,1.83333,0,3,2,3,2,4,2,2,4,3,2,3,2.4,5,1,2,2,2,4,5,2,4,3,3.6,2.4,4,2,4,2,0,2,4,2,3,2,4,1,5,2,4,3,3.5,2,9,9,2,2,3,2,5,2,2,2,4,3,4,2,4,2,5,2,3.125,2.42857,2,4,6,,2,3,2,2,2,2,4,2,2,1,4,2,6,1,3.33333,2.125,3.65,2.15833,1,2,Remove spring box and fencing to restore the site to a wet meadow. Occasional monitoring is warranted to determine post-rehabilitation site recovery.
323,Bee Spring,"Kaibab NF, North Kaibab RD",36.45068,-112.31821,2388,hillslope,,571,6/30/2000,"RJ Johnson, Nathan Zorich, and Zeke Lauck",Stevens/NPS 2000,8,293,0,2,5,1,5,1,5,3,5,4,2,2,5,2.16667,4.5,0,1,4,1,5,1,4,0,4,2,5,1,4.4,5,5,1,5,1,5,2,4,1,5,2,4.8,2,4,2,5,2,4,2,5,2,5,3,4,2,4,4,3,2.375,4.25,4,2,1,3,3,4,5,2,5,1,4,3,1,3,5,2,4,3,3,2.875,3,3,6,,2,3,1,1,4,4,4,2,2,1,5,2,6,1,3.66667,2.125,1.88542,4.4875,0,1,Management should remove well and restore geomorphology. The spring may require bison exclusion and at least occasional monitoring.
765,Hat Tank lower,"Kaibab NF, Williams RD",35.09281,-112.17659,2036,rheocrene,,1337439599,5/8/2012,"Larry Stevens, Jeri Ledbetter, and Anya Fayfer",Stevens et al. Level 2,10,339,0,5,2,2,2,5,2,3,2,9,2,5,2,4,2,0,5,2,5,2,5,3,2,3,4,3,4.2,2.6,4,2,3,2,5,2,3,4,4,3,3.8,2.6,3,4,4,3,4,3,4,3,2,4,4,3,5,2,5,2,3.875,3,5,2,6,0,6,0,5,1,6,0,4,3,5,1,4,3,4,3,4.55556,1.625,2,4,5,,2,3,6,2,5,3,5,3,2,1,5,1,1,3,3.66667,2.5,3.96875,2.55,1,1,"This site is subject to substantial natural flood flows, and therefore management priority is low. However, occasional monitoring is warranted. "
764,Hat Tank upper,"Kaibab NF, Williams RD",35.0955,-112.1707,2065,rheocrene,hillslope,-423183711,5/8/2012,"Larry Stevens, Jeri Ledbetter, and Anya Fayfer",Stevens et al. Level 2,9,342,0,5,2,2,2,5,2,3,2,5,2,5,1,4.16667,1.83333,0,4,3,4,3,3,3,3,2,4,3,3.6,2.8,4,3,3,3,4,3,4,3,4,3,3.8,3,4,2,4,3,5,1,5,1,4,3,5,2,4,3,5,2,4.5,2.125,5,1,6,0,5,1,5,1,6,0,4,4,5,1,4,4,4,3,4.44444,1.875,3,4,6,,3,4,4,3,5,4,5,4,3,2,5,2,1,4,3.88889,3.375,4.01667,2.43958,0,1,"As a rheocrene, this spring is subject to natural flood disturbance. Elk fencing would prevent trampling and allow regrowth of riparian vegetation. As Hat Tank is just downstream, faunal species will still have access to water. Monitoring is appropriate. "
579,Bear Springs,"Kaibab NF, Williams RD",35.08688,-112.18007,2016,rheocrene,,1337463882,5/10/2012,"Larry Stevens, Jeri Ledbetter, Marguerite Hendrie, and Anya Fayfer",Stevens et al. Level 2,9,344,0,5,1,2,1,5,1,3,1,5,1,5,2,4.16667,1.16667,0,5,1,5,1,5,1,2,1,4,2,4.2,1.2,4,2,3,1,5,1,5,1,4,3,4.2,1.6,5,1,4,3,5,1,4,3,3,2,4,2,5,1,4,2,4.25,1.875,3,2,6,0,6,1,5,1,6,0,4,2,5,1,3,2,3,3,4.22222,1.5,3,1,6,,2,3,6,2,4,3,5,3,2,2,5,1,2,4,3.88889,2.375,4.20417,1.46042,0,1,"The springs are likely ephemeral. The channel appears to be functional in all respects. This is a low priority site for management action, as it is subject to natural surface flooding and is unlikely to support rare species. Occasional monitoring is warranted."
729,Mud Springs,"Kaibab NF, Williams RD",35.11495,-112.1868,2115,helocrene,anthropogenic,-2045375229,5/10/2012,"Larry Stevens, Jeri Ledbetter, Anya Fayfer, and Marguerite Hendrie",Stevens et al. Level 2,10,345,0,5,1,1,1,2,2,2,2,5,1,4,2,3.16667,1.5,0,4,3,9,2,3,3,2,3,3,3,3,2.8,2,3,3,4,4,3,3,4,4,4,3.4,3.6,3,4,4,3,2,4,2,4,2,5,2,4,3,3,4,3,2.75,3.75,3,3,3,4,4,3,2,4,5,1,4,3,5,1,4,3,3,3,3.22222,3.125,3,3,6,,3,4,4,1,4,2,3,4,3,3,5,1,6,1,4.11111,2.375,3.07917,2.9125,1,1,"Use tanks to better distribute flow to the meadow. Provide some open water for wildlife. Build an 8-foot elk fence around the site, with water provided outside of the fence; monitor. "
588,Rosilda Spring,"Kaibab NF, Williams RD",35.17467,-112.06092,2051,helocrene,anthropogenic,1337612448,5/12/2012,"Larry Stevens, Jeri Ledbetter, Marguerite Hendrie, Anya Fayfer, and Vera Markgraf",Stevens et al. Level 2,9,347,0,5,1,2,2,3,4,3,2,5,1,2,3,3.33333,2.16667,0,2,5,1,5,5,1,2,2,5,1,3,2.8,5,2,3,2,4,3,3,3,4,5,3.8,3,5,2,4,3,5,1,4,3,2,4,4,3,3,3,4,3,3.875,2.75,4,2,2,4,4,3,5,2,4,3,5,2,5,2,5,2,3,3,3.55556,2.875,2,4,6,,4,4,5,1,3,1,5,2,3,2,4,2,1,4,3.66667,2.5,3.50208,2.67917,0,1,Repairing the well cover could help to avoid animals from becoming trapped inside. 
739,Big Spring,"Kaibab NF, Williams RD",35.15812,-112.08072,2088,hillslope,,-1863225394,5/12/2012,"Jeri Ledbetter, Marguerite Hendrie, Anya Fayfer, and Vera Markgraf",Stevens et al. Level 2,10,349,0,4,4,2,4,4,3,9,4,5,2,5,2,4,3.16667,0,5,3,5,2,3,2,3,2,5,2,4.2,2.2,5,3,3,2,4,3,4,3,4,3,4,2.8,4,3,4,3,3,3,5,3,2,4,2,3,3,3,3,3,3.25,3.125,3,4,4,2,5,1,3,3,6,0,3,4,5,2,4,3,4,2,3.66667,2.625,3,2,6,,4,4,6,2,5,2,5,3,5,4,5,1,5,1,4.88889,2.375,3.8625,2.82292,1,1,"This should be a high priority for management attention. Restoration should include a minor amount of clean-up, construction of an elk fence around the source and first 50 meters of the channel, and occasional monitoring. This is a worthy reference site for control and restoration. "
330,Crane Lake,"Kaibab NF, North Kaibab RD",36.52992,-112.14908,2605,limnocrene,,630,6/21/2001,"L.E. Stevens, M. Erhart, Lindsey from USU, E. North, and R.J. Johnson",Stevens/NPS 2000,9,379,0,6,1,0,1,6,1,1,1,6,1,6,1,4.16667,1,0,5,2,9,9,4,2,3,2,5,2,4.25,2,5,2,4,1,5,1,5,2,4,3,4.6,1.8,5,2,4,3,4,2,4,3,4,2,4,3,5,2,4,3,4.25,2.5,4,3,6,0,4,2,5,3,6,0,3,3,4,2,4,3,5,2,4.11111,2.25,4,3,6,,4,2,5,2,4,2,4,3,5,2,5,2,5,2,4.66667,2.25,4.31667,1.825,1,2,"Maintain the fencing and monitor occasionally. This pond dried up in late 2000 and 2002, and does not appear to be groundwater dependent. "
9738,Sowats middle unnamed,"Kaibab NF, North Kaibab RD",36.52587,-112.45612,1850,hillslope,,1899127942,6/14/2012,Larry Stevens and Glenn Rink,Stevens et al. Level 2,8,394,0,5,1,1,1,6,1,4,1,6,1,6,1,4.66667,1,0,6,1,6,0,5,1,2,1,6,0,5,0.6,3,1,3,1,6,1,6,1,5,2,5,1.2,6,1,4,2,5,1,4,2,5,1,5,1,5,1,5,2,4.875,1.375,6,1,6,1,5,1,5,1,6,1,6,1,5,1,4,2,4,2,4.77778,1.375,2,2,6,,2,1,1,1,0,1,6,1,1,1,5,1,5,1,3.11111,1.125,4.88542,1.04375,1,1,No management action other than occasional inspection is recommended. The steepness of the site precludes monitoring.
19150,Cane Aqueduct Spring,"Kaibab NF, North Kaibab RD",36.58284,-112.04753,1891,cave,anthropogenic,1354802492,7/15/2005,"L.E. Stevens, R.J. Johnson, Shondeen Griswold",Stevens et al. Level 2,9,531,0,6,2,2,2,5,2,4,2,6,1,4,2,4.5,1.83333,0,3,4,2,4,2,4,3,3,3,3,2.6,3.6,3,3,3,3,2,4,3,3,3,3,3.4,3.2,4,3,3,4,5,2,4,4,4,2,5,3,5,3,4,4,4.25,3.125,5,2,2,4,4,2,4,2,5,1,4,2,4,2,3,3,5,4,3.66667,2.75,2,2,6,,3,3,5,2,4,1,3,4,3,3,2,4,4,3,3.55556,2.75,3.6875,2.93958,0,1,
72,Foster Spring,"Coconino NF, Mogollon Rim RD",34.77362,-111.50602,2127,hillslope,,1174033049,9/5/2013,"Larry Stevens, Jeri Ledbetter, Chris Canavan, Maryann McGraw, Shelly Barnes, David Jackson, Nita Tallent, Gibbey Simion",Stevens et al. Level 2,4,1020,0,5,2,1,1,4,1,5,2,5,2,5,1,4.2,1.5,0,3,3,3,3,3,3,3,3,3,3,3,3,4,1,4,2,3,3,4,3,4,4,3.8,2.6,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,3.3,2,5,5,1,4,3,3,3,6,1,2,5,5,1,3,3,2,4,3.6,2.9,3,2,6,,3,3,5,1,4,1,5,2,4,2,4,3,6,1,4.4,1.9,3.9,2.5,0,1,
348,North Canyon Spring all,"Kaibab NF, North Kaibab RD",36.3978,-112.08428,2508,hillslope,,1385057239,6/17/2012,Kyle Paffett and Larry Stevens,Stevens et al. Level 2,1,1066,0,6,1,3,3,6,1,4,1,6,1,6,1,5.16667,1.33333,0,5,2,5,2,5,2,4,1,5,2,4.8,1.8,1,2,6,1,6,2,5,2,5,3,4.6,2,6,1,5,3,6,1,6,3,5,1,6,1,6,1,6,1,5.75,1.5,5,2,6,0,4,2,6,0,6,0,6,1,5,1,4,3,5,3,4.77778,1.5,3,1,6,,2,1,4,1,3,1,5,2,4,2,5,3,5,2,4.11111,1.625,5.07917,1.65833,0,1,Stabilize the trail to minimize erosion.
460,Rock Spring Lower,"Kaibab NF, North Kaibab RD",36.6837,-112.57248,1328,hanging garden,hillslope,1260040414,11/2/2009,Larry Stevens,Stevens et al. Level 2,10,69,0,4,3,5,3,5,2,3,3,5,3,5,2,4.5,2.66667,0,5,2,3,3,2,4,3,3,4,3,3.4,3,2,3,4,3,5,2,5,3,3,3,3.8,2.8,5,3,5,2,5,2,5,2,4,3,5,2,4,3,5,3,4.75,2.5,4,3,4,2,4,2,5,2,5,2,4,3,5,2,3,3,4,3,3.88889,2.75,2,3,6,4,,,3,2,3,2,4,1,4,2,5,1,5,1,4,2,4.1125,2.74167,1,1,"Occasional monitoring is warranted, particularly in relation to regional uranium mining and wildland fire."
459,Mountain Sheep Spring,"Kaibab NF, North Kaibab RD",36.52305,-112.56798,1130,gushet,limnocrene,1307402050,10/30/2009,Larry Stevens,Stevens et al. Level 2,10,70,0,4,4,3,3,6,3,4,3,6,2,6,2,4.83333,2.83333,0,5,1,6,2,5,1,4,2,6,2,5.2,1.6,3,2,3,2,6,2,5,2,4,3,4.2,2.2,5,2,5,1,5,2,5,2,5,3,6,2,5,2,6,1,5.25,1.875,5,3,5,3,4,3,6,1,6,1,5,2,5,2,4,3,6,1,4.66667,2.375,3,3,6,2,,,5,2,3,3,5,1,4,2,5,1,5,3,4.5,2.125,4.87083,2.12708,1,1,This is a nearly pristine site and may be of interest as a reference site for restoration of springs in similar geomorphic settings. Occasional monitoring is recommended.
414,Barbershop Springs,"Coconino NF, Mogollon Rim RD",34.43833,-111.1943,2292,hillslope,,1252177048,8/22/2009,"Larry Stevens, Jeri Ledbetter, Valerie Hallam, Julaire Scott",Stevens et al. Level 2,9,85,0,6,,2,2,4,2,4,3,5,2,5,3,4.3,2.4,0,4,3,4,3,4,4,4,3,4,3,4,3.2,3,3,3,3,4,3,3,4,3,4,3.8,3.4,4,3,4,4,5,3,5,4,3,3,5,4,3,4,4,4,4.1,3.6,4,3,4,3,4,3,5,3,6,2,2,4,3,3,4,3,4,2,4,2.9,4,1,6,,4,4,4,3,4,2,3,3,4,3,4,4,5,2,4.2,2.8,4,3,0,2,
453,27 Mule Spring,"Kaibab NF, North Kaibab RD",36.50289,-112.54557,1379,rheocrene,,-636807441,10/30/2009,Larry Stevens,Stevens et al. Level 2,8,124,0,5,2,1,2,5,2,2,2,5,1,6,1,4,1.66667,0,5,2,5,2,4,3,1,1,5,2,4,2,3,3,2,2,4,3,6,2,4,3,3.8,2.6,5,2,4,2,5,2,4,4,6,2,5,2,5,2,5,2,4.875,2.25,5,1,5,1,4,2,5,1,6,1,5,1,4,2,5,2,,,4.875,1.57143,2,3,6,3,2,3,2,2,1,2,5,2,1,1,2,4,4,2,2.77778,2.44444,4.16875,2.12917,0,0,"This is a very small, ephemeral springs that requires no management actions, but likely warrants occational monitoring."
708,Tater Canyon Springs,"Kaibab NF, North Kaibab RD",36.49475,-112.06881,2260,hillslope,anthropogenic,1292278918,7/15/2005,"LE Stevens, RJ Johnson, and S Griswald",Stevens et al. Level 2,9,128,0,5,2,9,2,5,2,3,2,5,2,3,2,4.2,2,0,1,5,1,5,2,5,0,4,2,4,1.4,4.6,3,5,3,5,1,5,5,3,2,4,2.2,4.4,2,4,1,4,2,4,3,3,2,4,5,3,4,3,2,4,2.625,3.625,3,4,1,4,4,3,5,2,5,2,4,2,6,1,3,3,,,3.875,2.625,2,3,6,4,3,3,1,1,3,3,5,2,1,1,4,3,5,2,3.33333,2.44444,2.93889,3.28241,1,0,
446,Veit Spring,"Coconino NF, Peaks RD",35.30671,-111.71294,2620,hillslope,cave,1003707383,8/14/2009,Larry Stevens and Julaire Scott,Stevens et al. Level 2,9,132,0,5,2,1,1,5,1,3,2,5,2,5,2,4,1.66667,0,4,4,3,4,3,4,3,3,3,4,3.4,3.8,2,4,2,4,3,4,4,3,4,4,3.4,3.8,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3.875,3.5,4,3,3,4,2,4,4,2,3,5,3,5,3,4,4,4,,,3.25,3.875,4,3,6,4,4,3,5,5,3,2,4,4,3,3,5,5,5,3,4.33333,3.55556,3.70972,3.3662,0,0,
271,Big Spring,"Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,hanging garden,anthropogenic,520,7/2/2000,"RJ Johnson,Nathan Zorich, Zeke Lauck",Stevens/NPS 2000,5,191,0,5,2,4,2,4,3,4,2,5,2,5,2,4.5,2.16667,0,4,3,3,4,4,4,3,3,4,3,3.6,3.4,5,3,5,3,4,3,4,3,4,3,4.4,3,4,3,4,4,5,2,3,4,4,3,5,2,5,2,4,4,4.25,3,5,3,3,4,3,4,4,3,2,5,5,3,4,2,4,3,,,3.75,3.85714,4,2,6,4,4,3,2,2,5,2,5,3,4,2,5,1,5,3,4.44444,2.44444,4.1875,2.89167,0,0,
271,Big Spring,"Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,hanging garden,anthropogenic,632,6/22/2001,"L. Stevens, K Burke, RJ Johnson, M. Erhart, R. Andress, et al",Stevens/NPS 2000,5,206,0,5,2,2,2,5,2,4,2,6,1,6,1,4.66667,1.66667,0,4,4,3,4,3,4,3,3,3,4,3.2,3.8,5,4,4,4,5,4,3,4,4,4,4.2,4,4,4,5,4,5,2,4,4,3,5,5,2,4,4,5,2,4.375,3.375,5,2,3,5,2,5,5,2,3,5,5,2,5,2,3,4,,,3.875,3.85714,4,3,6,4,4,3,5,3,4,2,4,2,5,2,4,2,4,3,4.44444,2.66667,4.11042,3.21042,0,0,
763,Acer Spring,"Kaibab NF, North Kaibab RD",36.57656,-112.5495,1535,hillslope,,1500746830,5/21/2011,"Glenn Rink, Jeri Ledbetter, Melissa Schaar, and Doug Miller",Stevens/GDE hybrid,10,219,0,5,2,1,2,4,3,9,3,5,1,5,1,4,2,0,5,1,3,3,5,1,2,1,6,0,4.2,1.2,3,1,2,2,4,2,5,1,4,2,3.6,1.6,5,1,4,2,5,1,4,2,5,1,5,1,5,1,4,2,4.625,1.375,5,1,4,3,5,1,5,1,6,0,5,1,5,1,5,1,,,5,1.28571,1,2,6,3,1,1,1,1,1,2,5,2,3,1,2,4,4,2,2.66667,2,4.10625,1.54375,1,0,"This site offers excellent potential for restoration by removing the spring box, as it is in a rarely visited area and doesn't appear to be currently used. However, it would be important to determine historical significance. 

"
379,Burro Spring,"Kaibab NF, North Kaibab RD",36.81586,-112.0928,1887,hanging garden,,1612828796,6/28/2011,"Jeri Ledbetter, Glenn Rink, Lisa Schaller, Beep Jenkins, and Frank Romiglia",Stevens et al. Level 2,10,290,0,5,2,9,2,5,1,,,5,1,5,1,5,1.4,0,5,1,5,1,5,1,3,1,5,1,4.6,1,5,1,3,2,4,2,9,2,5,1,4.25,1.6,2,3,5,3,4,2,5,3,6,2,5,1,6,4,5,2,4.75,2.5,6,1,4,3,5,2,4,3,5,2,5,2,5,2,5,3,4,2,4.22222,2.5,2,3,6,3,3,3,3,2,2,2,5,2,2,1,2,1,6,1,3.44444,2,4.65,1.625,3,1,Geomorphology should be reevaluated. This is a low to moderate priority site for restoration.
413,FS 139C Spring Pond,"Coconino NF, Mogollon Rim RD",34.44196,-111.19214,2333,limnocrene,,707996084,8/23/2009,"Larry Stevens, Jeri Ledbetter, Valerie Hallam",Stevens et al. Level 2,10,62,0,9,2,9,2,5,2,3,2,5,2,1,5,3.5,2.5,0,1,5,1,5,1,5,3,5,1,5,1.2,5,3,5,3,5,1,5,2,5,2,4,1.4,4.8,4,5,2,5,2,5,2,5,2,5,5,3,2,4,4,4,2.875,4.5,3,4,1,5,3,4,5,2,6,3,3,4,3,3,3,3,,,3.375,3.5,2,3,6,,2,4,4,5,4,3,4,4,2,5,3,3,2,3,3.22222,3.75,2.59537,4.00833,2,1,
282,North Canyon Spring lower,"Kaibab NF, North Kaibab RD",36.39812,-112.08389,2485,hillslope,,531,6/28/2000,"RJ Johnson, Larry Stevens, Margaret Erhart, Paul Lauck, and Nathan Zorich",Stevens/NPS 2000,8,118,0,6,1,3,1,6,1,5,1,6,0,6,1,5.33333,0.83333,0,6,1,6,1,6,2,2,1,6,1,5.2,1.2,2,1,3,1,6,1,6,1,5,2,5.8,1.2,6,2,6,1,6,1,6,2,6,2,5,1,6,1,5,1,5.75,1.375,6,1,6,0,5,1,6,1,6,0,6,0,5,1,4,4,,,5.5,1,5,2,6,,1,3,1,1,1,2,5,2,3,2,2,4,5,2,3.22222,2.25,5.13426,1.30972,0,1,
281,North Canyon Spring upper,"Kaibab NF, North Kaibab RD",36.39752,-112.08465,2513,hillslope,,530,6/28/2000,"RJ Johnson, Larry Stevens, Margaret Erhart, Nathan Zorich, and Paul Lauck",Stevens/NPS 2000,9,119,0,6,1,1,1,6,1,5,1,6,0,6,1,5,0.83333,0,6,1,6,1,6,2,0,1,6,1,4.8,1.2,1,1,1,1,6,1,6,1,5,2,5.8,1.2,5,2,6,1,6,1,6,2,5,2,5,1,6,1,5,1,5.5,1.375,6,1,6,0,5,1,6,1,6,0,6,0,5,1,4,4,,,5.5,1,5,2,6,,1,3,1,1,1,2,5,2,3,2,2,4,5,2,3.22222,2.25,4.97037,1.30972,0,1,
283,North Canyon Spring middle,"Kaibab NF, North Kaibab RD",36.39754,-112.08419,2534,hillslope,,532,6/28/2000,"RJ Johnson, Larry Stevens, Margaret Erhart, Nathan Zorich, and Paul Lauck",Stevens/NPS 2000,8,126,0,6,1,2,1,6,1,4,1,6,1,6,1,5,1,0,6,1,6,1,4,2,0,2,5,2,4.6,1.6,1,2,2,2,6,2,5,2,6,1,5.4,1.8,5,1,6,2,5,1,6,1,6,2,6,1,6,1,6,1,5.75,1.25,6,1,6,1,3,3,6,1,6,1,6,1,4,2,5,2,,,5.25,1.5,5,2,6,,1,3,2,1,2,2,5,2,3,2,2,4,5,2,3.44444,2.25,4.90741,1.56667,0,1,
280,Dog Lake,"Kaibab NF, North Kaibab RD",36.42209,-112.08968,2682,limnocrene,,529,6/28/2000,"RJ Johnson, Larry Stevens,Margaret Erhart, Nathan Zorich, and Paul Lauck",Stevens/NPS 2000,9,127,0,5,2,9,2,5,2,3,2,5,2,3,4,4.2,2.33333,0,1,5,1,5,2,5,3,5,2,5,1.8,5,5,5,3,5,2,5,4,4,2,4,2,4.6,2,5,3,4,3,5,3,5,3,4,4,4,4,3,4,4,3.25,4.25,3,3,1,4,2,4,5,2,5,1,3,3,3,3,3,3,,,3.125,2.875,3,3,6,,3,3,3,1,2,2,5,2,3,2,4,2,6,1,3.88889,2,3.04398,3.50972,1,1,
723,Tater Canyon Springs upper,"Kaibab NF, North Kaibab RD",36.49594,-112.07043,2345,hanging garden,,1303401107,7/15/2005,L.E. Stevens and R.J. Johnson,Stevens et al. Level 2,7,186,0,6,2,2,2,6,2,4,2,6,1,4,2,4.66667,1.83333,0,3,4,2,5,3,4,3,3,3,4,2.8,4,3,4,2,4,3,4,5,3,4,4,3.6,3.8,5,3,4,4,5,3,3,4,6,3,6,2,5,2,4,3,4.75,3,5,2,2,5,6,3,5,1,6,1,6,1,6,1,4,3,,,5,2.125,4,3,6,,4,3,4,3,4,2,5,2,3,1,6,2,6,2,4.66667,2.25,4.24722,2.83472,0,1,
678,Switchback Spring,"Kaibab NF, North Kaibab RD",36.40726,-112.08145,2374,hillslope,rheocrene,132964424,6/26/2011,"Glenn Rink, Jeri Ledbetter, Andrea Hazelton, Beep Jenkins, and Phoebe Stevens",Stevens et al. Level 2,10,221,0,6,1,1,1,6,1,,,6,1,6,1,5,1,0,6,1,6,1,6,1,2,1,6,0,5.2,0.8,3,1,2,1,6,1,6,1,4,3,4.2,1.4,5,1,5,2,5,1,4,2,5,1,6,1,5,1,5,2,5,1.375,6,1,6,0,6,1,6,0,6,0,6,1,6,1,6,1,4,3,5.11111,1,1,2,6,,1,1,1,1,1,2,5,2,2,1,2,4,4,2,2.55556,1.875,4.85,1.14375,1,2,This spring is in nearly pristine condition. Occasional monitoring is warranted.
330,Crane Lake,"Kaibab NF, North Kaibab RD",36.52992,-112.14908,2605,limnocrene,,1293734428,7/13/2005,"LE Stevens, RJ Johnson, SG, Kelly Burke, and EA",Stevens et al. Level 2,10,258,0,4,3,9,2,5,2,2,3,4,4,3,4,3.6,3,0,4,2,9,9,3,4,3,3,3,4,3.25,3.25,5,2,3,3,4,2,4,2,3,3,4,2.4,4,3,5,2,4,3,4,4,3,5,2,4,5,3,3,4,3.75,3.5,4,3,6,1,4,3,3,3,6,1,3,3,4,2,4,3,,,4.25,2.375,4,2,6,,3,3,4,2,2,2,5,3,4,3,5,2,6,1,4.33333,2.25,3.86389,2.79583,2,2,
1359,Wild Horse upper spring,"Kaibab NF, Williams RD",35.09183,-112.16236,2050,rheocrene,,1337360100,5/11/2012,"Larry Stevens, Jeri Ledbetter, and Anya Fayfer, and Marguerite Hendrie",Stevens et al. Level 2,9,340,0,5,1,1,1,6,1,2,1,6,1,5,1,4.16667,1,0,5,2,5,2,5,2,2,1,5,2,4.4,1.8,3,,3,,5,2,5,2,4,3,4,2.33333,5,3,5,1,5,2,4,3,4,3,5,1,5,2,5,1,4.75,2,5,1,6,1,5,2,6,1,6,0,5,1,5,2,4,3,4,4,4.66667,1.875,3,1,6,,1,4,6,2,4,2,5,4,2,2,5,1,1,4,3.66667,2.5,4.32917,1.78333,0,3,
